file_path,modulation_type,response,pred,is_true,,,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-7.36dB__077_20250127_145648.npy,8ASK,"OQPSK


Answer: O",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-7.56dB__003_20250127_164349.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-7.57dB__076_20250127_164408.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-7.59dB__056_20250127_164403.npy,8ASK,"8PAM

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-7.62dB__029_20250127_145637.npy,8ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-7.78dB__050_20250127_145642.npy,8ASK,"OQPSK


The given signal",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-7.97dB__005_20250127_164349.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-8.09dB__031_20250127_145638.npy,8ASK,"8PSK

Wait, let me think",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-8.11dB__080_20250127_164410.npy,8ASK,"8PAM


The given signal",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-8.14dB__034_20250127_164357.npy,8ASK,"4PAM

Step-by-step explanation:",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-8.16dB__085_20250127_145650.npy,8ASK,"OQPSK

The reasoning is based on",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-8.42dB__052_20250127_164402.npy,8ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-8.58dB__089_20250127_145651.npy,8ASK,"8PSK

Wait, no, I",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-8.69dB__069_20250127_164407.npy,8ASK,"OOK

Okay, so I need to figure",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-8.78dB__079_20250127_145649.npy,8ASK,"OOK

To determine the modulation type of the",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-9.14dB__035_20250127_145639.npy,8ASK,"4PAM

Okay, let me try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-9.27dB__013_20250127_145634.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-9.29dB__074_20250127_145648.npy,8ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-9.30dB__081_20250127_164410.npy,8ASK,"OOK

Okay, so I need to figure",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-9.33dB__041_20250127_145640.npy,8ASK,"8PAM

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-9.41dB__085_20250127_164411.npy,8ASK,"8ASK

Okay, lets try to",8ASK,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-9.43dB__063_20250127_164405.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-9.68dB__068_20250127_164406.npy,8ASK,"OQPSK

Im sorry, but",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-9.82dB__078_20250127_145648.npy,8ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_-9.90dB__026_20250127_164355.npy,8ASK,"4PAM


The modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_0.08dB__003_20250127_145632.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_0.08dB__052_20250127_145643.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_0.31dB__051_20250127_164402.npy,8ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_0.32dB__098_20250127_145653.npy,8ASK,"4PAM

Okay, Im trying",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_0.39dB__095_20250127_164414.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_0.41dB__042_20250127_164359.npy,8ASK,"OQPSK

Okay, Im trying",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_0.42dB__071_20250127_164407.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_0.44dB__037_20250127_145639.npy,8ASK,"OQPSK

Step-by-step explanation:",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_0.44dB__062_20250127_164405.npy,8ASK,"OQPSK


OQPS",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_0.82dB__002_20250127_164348.npy,8ASK,"8ASK

Okay, so Im trying",8ASK,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_0.87dB__006_20250127_164349.npy,8ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_0.87dB__059_20250127_145644.npy,8ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_0.98dB__058_20250127_145644.npy,8ASK,"8PSK

Wait, I need to",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_1.15dB__024_20250127_145636.npy,8ASK,"4PAM

Okay, let me try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_1.15dB__071_20250127_145647.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_1.21dB__020_20250127_164353.npy,8ASK,"4PAM
Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_1.23dB__099_20250127_145653.npy,8ASK,"OQPSK


### Answer:",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_1.33dB__000_20250127_145631.npy,8ASK,"4PAM


Alright, I",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_1.42dB__087_20250127_164411.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_1.44dB__039_20250127_145640.npy,8ASK,"4PAM

Alright, lets break",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_1.50dB__061_20250127_145645.npy,8ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_1.77dB__065_20250127_145646.npy,8ASK,"8PAM

The provided signal statistics suggest",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_1.78dB__015_20250127_164352.npy,8ASK,"8PAM

Alright, let me try",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_1.79dB__090_20250127_145651.npy,8ASK,"4PAM

Okay, I need to",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_1.98dB__036_20250127_164358.npy,8ASK,"8QAM

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_2.04dB__046_20250127_164400.npy,8ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_2.22dB__027_20250127_145637.npy,8ASK,"OQPSK

Okay, Im trying",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_2.22dB__081_20250127_145649.npy,8ASK,"4PAM

Okay, I need to",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_2.37dB__011_20250127_164351.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_2.37dB__072_20250127_145647.npy,8ASK,"4PAM

Okay, let me try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_2.37dB__091_20250127_145651.npy,8ASK,"4PAM


Alright, let",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_2.46dB__041_20250127_164359.npy,8ASK,"4PAM


The given signal",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_2.53dB__092_20250127_145652.npy,8ASK,"OQPSK


The modulation type",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_2.84dB__082_20250127_164410.npy,8ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_2.91dB__083_20250127_164410.npy,8ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_2.95dB__055_20250127_164403.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_2.96dB__007_20250127_145633.npy,8ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_3.01dB__004_20250127_145632.npy,8ASK,"OQPSK

Im sorry, but",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_3.03dB__028_20250127_164355.npy,8ASK,"4PAM

Im sorry, but",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_3.23dB__024_20250127_164354.npy,8ASK,"8PSK

Wait, Im trying",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_3.31dB__040_20250127_145640.npy,8ASK,"4PAM

Okay, let me try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_3.34dB__019_20250127_145635.npy,8ASK,"4PAM


The given signal",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_3.42dB__017_20250127_164352.npy,8ASK,"OQPSK

Alright, I need to",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_3.48dB__054_20250127_164403.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_3.49dB__001_20250127_164348.npy,8ASK,"4PAM


The modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_3.51dB__019_20250127_164353.npy,8ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_3.60dB__015_20250127_145634.npy,8ASK,"OOK


Answer: OOK",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_3.62dB__029_20250127_164356.npy,8ASK,"OQPSK

Okay, Im trying",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_3.79dB__067_20250127_164406.npy,8ASK,"8APSK

Okay, lets try",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_4.03dB__070_20250127_164407.npy,8ASK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_4.41dB__079_20250127_164409.npy,8ASK,"8APSK

To determine the modulation type",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_4.73dB__060_20250127_164404.npy,8ASK,"16PAM

Okay, lets",16PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_4.82dB__005_20250127_145632.npy,8ASK,"4PAM


### Answer:",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_5.06dB__090_20250127_164412.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_5.08dB__002_20250127_145632.npy,8ASK,"OQPSK

Okay, let me try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_5.12dB__067_20250127_145646.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_5.23dB__037_20250127_164358.npy,8ASK,"OQPSK

Okay, let me try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_5.25dB__099_20250127_164415.npy,8ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_5.34dB__086_20250127_164411.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_5.44dB__080_20250127_145649.npy,8ASK,"4PAM

Alright, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_5.49dB__012_20250127_145634.npy,8ASK,"OQPSK

Step-by-step explanation:",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_5.50dB__062_20250127_145645.npy,8ASK,"4PAM

Step-by-step explanation:",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_5.56dB__050_20250127_164401.npy,8ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_5.66dB__014_20250127_164351.npy,8ASK,"

### Answer: ### 4P",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_5.73dB__033_20250127_145638.npy,8ASK,"OQPSK


The given signal",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_5.88dB__031_20250127_164356.npy,8ASK,"4PAM

Im sorry, but",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_6.18dB__069_20250127_145646.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_6.31dB__082_20250127_145649.npy,8ASK,"OOK


Okay, so Im",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_6.35dB__064_20250127_145645.npy,8ASK,"OQPSK

Okay, so I need",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_6.44dB__046_20250127_145641.npy,8ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_6.53dB__010_20250127_164350.npy,8ASK,"8ASK

Im sorry, but I",8ASK,TRUE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_6.61dB__027_20250127_164355.npy,8ASK,"OQPSK

Okay, let me try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_6.64dB__004_20250127_164349.npy,8ASK,"4PAM

Okay, so Ive",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_6.71dB__093_20250127_164413.npy,8ASK,"4PAM

To determine the modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_6.72dB__025_20250127_164355.npy,8ASK,"4PAM

Okay, I need to",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_6.85dB__075_20250127_145648.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_6.98dB__018_20250127_164353.npy,8ASK,"OQPSK


The modulation type",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_7.14dB__034_20250127_145639.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_7.18dB__038_20250127_164358.npy,8ASK,"OQPSK


The given signal",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_7.23dB__055_20250127_145643.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_7.25dB__086_20250127_145650.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_7.75dB__059_20250127_164404.npy,8ASK,"4PAM


The given signal",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_7.81dB__064_20250127_164405.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_7.83dB__028_20250127_145637.npy,8ASK,"4PAM


The modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_7.86dB__066_20250127_145646.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_7.93dB__083_20250127_145650.npy,8ASK,"4PAM

Wait, I need to",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_8.02dB__057_20250127_145644.npy,8ASK,"OQPSK

Alright, I need to",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_8.08dB__011_20250127_145633.npy,8ASK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_8.13dB__039_20250127_164358.npy,8ASK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_8.23dB__023_20250127_164354.npy,8ASK,"OOK

I think the user is asking for",OOK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_8.27dB__096_20250127_164414.npy,8ASK,"4PAM


The modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_8.41dB__010_20250127_145633.npy,8ASK,"4PAM

Alright, lets break",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_8.41dB__076_20250127_145648.npy,8ASK,"4PAM

Okay, Im trying",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_8.57dB__065_20250127_164406.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_8.67dB__051_20250127_145642.npy,8ASK,"OQPSK


Answer: O",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_8.92dB__047_20250127_164400.npy,8ASK,"8PSK

Okay, so I need",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_8.98dB__088_20250127_164412.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_9.01dB__043_20250127_145641.npy,8ASK,"4PAM


Okay, so",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_9.08dB__032_20250127_164357.npy,8ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_9.24dB__095_20250127_145652.npy,8ASK,"8PAM

Okay, so I need",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_9.39dB__070_20250127_145647.npy,8ASK,"OQPSK


The modulation type",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_9.46dB__053_20250127_145643.npy,8ASK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_9.48dB__092_20250127_164413.npy,8ASK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_9.51dB__022_20250127_145636.npy,8ASK,"4PAM

Wait, I need to",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_9.52dB__057_20250127_164403.npy,8ASK,"4PAM

Wait, no, that",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_9.77dB__088_20250127_145651.npy,8ASK,"4PAM

Im sorry, I",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/8ASK_9.83dB__022_20250127_164354.npy,8ASK,"4PAM

Okay, Im trying",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-0.03dB__088_20250127_164523.npy,CPFSK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-0.47dB__076_20250127_164520.npy,CPFSK,"8APSK

Okay, lets try",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-0.48dB__039_20250127_164505.npy,CPFSK,"4PAM


The modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-0.49dB__034_20250127_145736.npy,CPFSK,"8PAM

Alright, let me try",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-0.58dB__018_20250127_145731.npy,CPFSK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-0.61dB__047_20250127_145740.npy,CPFSK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-0.67dB__018_20250127_164457.npy,CPFSK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-0.69dB__081_20250127_164520.npy,CPFSK,"4PAM


The modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-0.70dB__044_20250127_164507.npy,CPFSK,"8QAM

Okay, so I need",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-0.76dB__058_20250127_145744.npy,CPFSK,"4PAM

Alright, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-0.91dB__066_20250127_164516.npy,CPFSK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-1.10dB__017_20250127_164457.npy,CPFSK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-1.12dB__055_20250127_145743.npy,CPFSK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-1.18dB__089_20250127_145754.npy,CPFSK,"4PAM

Wait, how do I",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-1.34dB__012_20250127_145729.npy,CPFSK,"8PSK

Wait, I need to",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-1.40dB__044_20250127_145739.npy,CPFSK,"4PAM

Okay, lets try",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-1.42dB__031_20250127_145735.npy,CPFSK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-1.42dB__053_20250127_145742.npy,CPFSK,"4PAM


Alright, I",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-1.63dB__041_20250127_164506.npy,CPFSK,"8APSK

Okay, so I need",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-1.65dB__070_20250127_145748.npy,CPFSK,"8PAM

Okay, so Im",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-1.86dB__063_20250127_164515.npy,CPFSK,"8PSK

The provided signal information has",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-1.94dB__000_20250127_145725.npy,CPFSK,"8ASK

Okay, so I need to",8ASK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-1.96dB__023_20250127_145733.npy,CPFSK,"OQPSK

Okay, so Im",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-1.98dB__032_20250127_145735.npy,CPFSK,"OQPSK

Okay, lets try",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-2.00dB__063_20250127_145746.npy,CPFSK,"OQPSK


The given signal",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-2.03dB__027_20250127_164500.npy,CPFSK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-2.06dB__087_20250127_145754.npy,CPFSK,"4PAM


The given signal",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-2.21dB__090_20250127_145755.npy,CPFSK,"4PAM


The modulation type",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-2.48dB__084_20250127_164522.npy,CPFSK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-2.54dB__062_20250127_164514.npy,CPFSK,"8ASK

Okay, so I need to",8ASK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-2.60dB__074_20250127_145749.npy,CPFSK,"4PAM

Okay, lets tackle",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-2.70dB__011_20250127_145729.npy,CPFSK,"OQPSK

The modulation type is O",OQPSK,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-2.70dB__095_20250127_164526.npy,CPFSK,"Okay, lets try to figure out the",,FALSE,,TRUE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-2.71dB__016_20250127_164456.npy,CPFSK,"4PAM

Okay, so I need",4PAM,FALSE,,FALSE,,
../../data/unlabeled_10k/test/noiselessSignal/CPFSK_-2.75dB__040_20250127_145738.npy,CPFSK,"4PAM

Okay, so Im",4PAM,FALSE,,FALSE,,
